EVI,LST,MNDWI,NDBI,NDVI,NO2_Emissions,Pop_Density,Relative_Humidity,SAVI,Wind_Speed,Longitude,Latitude,Building_Density_Ratio,Volume_Density,Dist_Water,Dist_Park,Dist_Highway,Street_Density,Height_Variability,SVF_Proxy,Air_Temp_C,Albedo,MODIS_LST,Soil_Moisture,Surface_Pressure_hPa,Relative_Wealth_Index,Dist_to_RWI_Node
0.670776613,33.41046794,-0.103996269,-0.017187642,0.092193976,0.000114245,11.94522095,44.01000801,0.138288401,1.316944944,77.57446552,12.90115495,0.441564036,,383.306119,167.2388639,113.5567825,864.921039,0.0,0.558435964,25.17601381,12239.0492,34.41,0.133605331,911.1730456,1.466,779.6000652749443
0.451205018,34.3264973,-0.135798857,0.018148858,0.097609445,0.000111416,10.83784294,44.01000801,0.146411082,1.316944944,77.5852453,12.90115495,0.488784039,,403.2106306,329.2214728,570.1775825,830.9661014,0.0,0.511215961,25.17601381,13211.7767,33.57,0.133605331,911.1730456,1.466,1406.6419304179817
0.331105578,34.21028462,-0.122680865,0.024599727,0.06994354,0.000111416,11.23436546,44.01000801,0.104913408,1.316944944,77.58614362,12.90115495,0.620304003,,500.6832182,425.0557822,569.7855944,1212.809751,0.0,0.379695997,25.17601381,13549.9692,33.57,0.133605331,911.1730456,1.561,1362.6380548409193
0.348953024,34.2581369,-0.120792799,0.029813545,0.069193743,0.000111416,9.930145264,44.01000801,0.103788706,1.316944944,77.58883856,12.90115495,0.47207178,,589.71452,225.6879593,568.0540282,1796.841874,0.0,0.52792822,25.17601381,13396.9392,33.57,0.133605331,911.1730456,1.561,1135.043672404274
1.563818329,33.08062901,-0.101621397,-0.13073884,0.239473283,0.000109656,7.51587677,44.01000801,0.35920282,1.316944944,77.59602508,12.90115495,0.110495239,,155.796544,151.1026114,537.2166383,829.702832,0.0,0.889504761,25.17601381,12913.6022,33.77,0.133605331,911.1730456,1.561,780.8856188160044
0.540788654,36.27989573,-0.137804523,0.032390237,0.09236417,0.000110806,10.17867661,44.01000801,0.138543634,1.316944944,77.60231329,12.90115495,0.550811838,,249.2975477,510.7880267,129.6792495,463.7249006,0.0,0.449188162,25.17601381,12736.8797,33.49,0.143544853,911.1730456,1.561,1007.5625891731074
0.506398209,34.71102455,-0.121115141,0.014744636,0.089245267,0.000110806,9.766064644,44.01000801,0.133865379,1.316944944,77.60770318,12.90115495,0.425991355,,232.2910354,283.4415231,710.0879862,1041.669765,0.0,0.574008645,25.17601381,12980.7437,33.49,0.143544853,911.1730456,1.743,1399.6908869901094
0.699208963,33.50275448,-0.154614955,-0.001140482,0.13926959,0.000110806,8.451859474,44.01000801,0.20890064,1.316944944,77.60949981,12.90115495,0.462402713,,185.6124202,353.6760765,900.5349555,493.954477,0.0,0.537597287,25.17601381,13451.6557,33.02,0.143544853,911.1730456,1.743,1242.4221746466533
0.795374282,34.05647372,-0.127857953,-0.027469657,0.148475975,0.000109583,6.31697607,44.01000801,0.222709732,1.316944944,77.61758465,12.90115495,0.205983599,,90.54035726,409.0824048,1379.661669,1067.100975,0.0,0.794016401,25.17601381,12610.8967,33.02,0.143544853,911.1730456,1.743,784.7381499855121
0.434608504,35.23398161,-0.141548574,0.032412119,0.07854154,0.000109583,6.051743031,44.01000801,0.117810124,1.316944944,77.61938128,12.90115495,0.0,,180.3915844,274.2095274,1212.970127,492.0283269,0.0,1.0,25.17601381,13242.1717,33.69,0.143544853,911.1730456,1.743,786.7545579181275
