EVI,LST,MNDWI,NDBI,NDVI,NO2_Emissions,Pop_Density,Relative_Humidity,SAVI,Wind_Speed,Longitude,Latitude,Building_Density_Ratio,Volume_Density,Dist_Water,Dist_Park,Dist_Highway,Street_Density,Height_Variability,SVF_Proxy,Air_Temp_C,Albedo,MODIS_LST,Soil_Moisture,Surface_Pressure_hPa,Relative_Wealth_Index,Dist_to_RWI_Node,UHII,LULC_Class,LULC_Barren,LULC_Built-up,LULC_Cropland,LULC_Grassland,LULC_Shrubland,LULC_Trees,LULC_Water
0.22368950096422616,-0.688106654569977,0.7029421769015056,-0.14886548688958426,-0.053028608336406984,-0.8134487343713033,-0.7587775240449023,0.9715342178067444,-0.053026702417726786,-1.165910082801829,73.81681268431139,18.48508275896945,-0.1306411875812654,3.862355478955043,-0.21094325472746248,1.859204274738845,0.03993917188709551,-0.2641048784733605,-0.05774964690930114,0.17834617618084386,-0.9644449760538546,1.274693903764557,-0.8646283118969657,-1.0547688446041976,-0.377160130408322,1.644322493890209,-1.0138815113267465,-0.6881066545699788,0.9707908553093733,False,True,False,False,False,False,False
-0.7021746383866557,-0.08986998254401952,0.5457205881835858,-0.18034354956129253,-0.34197326657009,0.0400746013786052,-0.9283733428477103,0.9715342178067444,-0.3419702219460995,-1.165910082801829,73.8222025760161,18.48508275896945,-0.039173684991038495,-0.3719325952193506,-0.5663926889419354,0.6580990494804312,0.26918042649462276,-0.19784810099314767,-0.05774964690930114,-0.104329757000812,-0.9644449760538546,0.9531964660684895,-0.8646283118969657,-1.0547688446041976,-0.377160130408322,1.644322493890209,-0.3450474050620993,-0.08986998254402132,0.9707908553093733,False,True,False,False,False,False,False
0.47698399465599595,-0.9527744326875006,0.29572464254803854,-1.5094711092341397,1.411673225411639,0.0400746013786052,-1.009148283448953,0.9715342178067444,1.4116771419209917,-1.165910082801829,73.82579583715258,18.48508275896945,0.18222186498474177,1.6249876985217975,-1.2471264526330779,0.17973535624032475,-0.5500882387399596,-0.6298602354837077,-0.05774964690930114,-0.7885420938352562,-0.9644449760538546,0.9116999639144963,-1.4554906528988718,-1.0547688446041976,-0.377160130408322,1.644322493890209,0.5815317893202313,-0.9527744326875024,-1.1585128439051082,False,False,False,False,False,True,False
0.16589064882902488,-1.2382219123927416,-0.4791636320673933,-0.22932241048002408,-0.15321792819657562,0.41012352396886753,-1.223282254647787,0.9715342178067444,-0.15322255124765777,-1.165910082801829,73.83208404414141,18.48508275896945,-0.3711304920161823,-0.04982549484471911,-0.4839487891985267,0.6936110218217088,-0.1195066373949123,-0.825075950681376,-0.05774964690930114,0.9215668461044497,-0.9644449760538546,-0.631282076369725,-1.4554906528988718,-1.0547688446041976,-0.377160130408322,-2.2901521386974197,0.13900969623763074,-1.2382219123927436,-0.6261869191014879,False,False,False,False,True,False,False
-0.14491828272076188,0.45587060126027645,-1.2158535427514523,0.4550635904757779,-0.05558578590443751,0.7537867823632255,-1.0101831050146681,0.9715342178067444,-0.05558489183304685,-1.165910082801829,73.84735540397145,18.48508275896945,-0.07131700994762526,-0.1588183576207174,0.2316805577498464,-0.557016026872197,1.44834897146821,0.29451842400004213,-0.05774964690930114,-0.004992351689002298,-0.9644449760538546,0.26065868733072517,-1.577738033795838,-1.0547688446041976,-0.377160130408322,-2.2901521386974197,0.4668033664985654,0.45587060126027457,-0.6261869191014879,False,False,False,False,True,False,False
0.3222256709067261,-0.38406681028621636,0.5101868768457422,-0.30543785298064874,0.09096984180955701,1.0264154911493775,1.650748352253257,-0.9896699450602735,0.09096961245656335,0.7678997235454579,73.85633855681264,18.48508275896945,-0.13249530918943386,-0.48248706145887776,-0.28815221782126754,-0.5037408349334794,-0.7947457738841854,-0.6111149102820677,-0.05774964690930114,0.18407625015224496,0.13680303402344873,-0.3824283609048491,-1.419269206707232,-1.0547688446041976,-0.8132545551079673,0.5125483640178897,-0.4163757731349261,-0.3840668102862182,-1.1585128439051082,False,False,False,False,False,True,False
-0.42534415485618665,-0.4595299371048502,1.2201140990600472,0.2966120286639263,-0.8889573937517243,1.0264154911493775,1.3703152266576313,-0.9896699450602735,-0.8889566842636916,0.7678997235454579,73.859033502665,18.48508275896945,-0.0287928939949488,-0.42293591506651523,0.42092230024938204,0.09647660073686111,-0.7541976187113599,0.7874375714821985,-0.05774964690930114,-0.13641109407557064,0.13680303402344873,-0.8075943238516118,-1.419269206707232,-1.0547688446041976,-0.8132545551079673,0.5125483640178897,-0.8898981818212135,-0.459529937104852,0.9707908553093733,False,True,False,False,False,False,False
0.29154349065669805,0.11245869081027879,0.08706709948428601,-0.3064356816935762,0.5830223339880624,2.0536328882892416,2.059709515140904,-0.9896699450602735,0.5830218821154576,0.7678997235454579,73.86172844851735,18.48508275896945,-0.24888720658436161,-0.18778208282177825,-0.10171978148887556,0.562262734206012,-0.07974958464958672,-0.825075950681376,-0.05774964690930114,0.5437798309780125,0.13680303402344873,-0.37015497072137393,-0.5674992611057207,-1.0547688446041976,-0.8132545551079673,0.5125483640178897,-1.004239852446271,0.11245869081027704,-1.1585128439051082,False,False,False,False,False,True,False
-0.40107215304175026,1.5407897578411471,1.0552597085375603,0.7410966812143884,-0.9096263101850565,2.0536328882892416,1.6911095921463393,-0.9896699450602735,-0.9096261953056158,0.7678997235454579,73.86711834022208,18.48508275896945,0.3664058605402562,-0.19897837047854905,0.3033077384254926,0.4404336661951029,-0.11197677521919377,-0.03850721515711276,-0.05774964690930114,-1.3577539050949203,0.13680303402344873,-0.11568447260974693,-0.5674992611057207,-1.0547688446041976,-0.8132545551079673,0.5125483640178897,-0.11423582821709963,1.5407897578411456,0.9707908553093733,False,True,False,False,False,False,False
-0.20031100648664021,1.1700361347757129,0.27163111575355153,0.2926015948992834,-0.32785328829745136,2.0536328882892416,1.870662169762082,-0.9896699450602735,-0.3278523889911679,0.7678997235454579,73.86981328607443,18.48508275896945,0.23911269036797164,0.6353154949481851,0.9919291229564866,0.2467506019857924,-0.7694680477901324,0.2369663071703544,-0.05774964690930114,-0.9643604631934404,0.13680303402344873,1.5186696595308469,-0.20245499870501782,-1.0547688446041976,-0.8132545551079673,0.5125483640178897,0.6016759687265761,1.1700361347757113,0.9707908553093733,False,True,False,False,False,False,False
-0.6439694014009205,0.19776483417047416,0.7830447258046657,0.2350389372131551,-0.6806562462055812,2.0929307502137138,1.5841880533570183,-0.9896699450602735,-0.680656118749761,0.7678997235454579,73.87430486249504,18.48508275896945,0.01445144822041747,-0.2693018228131722,2.29288469480561,-0.6980979002279168,-0.3271601167645367,0.444383789246044,-0.05774964690930114,-0.2700556612101898,0.13680303402344873,0.5481889920208043,-0.20245499870501782,-1.0547688446041976,-0.8132545551079673,-0.12463155949290422,0.6079541023250704,0.19776483417047241,0.9707908553093733,False,True,False,False,False,False,False
-0.1884823894365197,0.13542572940724887,0.2737808741553551,0.19213951864505882,-0.27942380600076455,2.0929307502137138,0.986924552641261,-0.9896699450602735,-0.2794220685371749,0.7678997235454579,73.87699980834739,18.48508275896945,-0.06021108455219461,0.7184445175610591,2.8619847339046163,-0.34897553610085774,0.3301425080359221,-0.21355951935778555,-0.05774964690930114,-0.03931468187291014,0.13680303402344873,1.182846545684232,-0.20245499870501782,-1.0547688446041976,-0.8132545551079673,-0.12463155949290422,-0.10869542021578382,0.13542572940724718,0.9707908553093733,False,True,False,False,False,False,False
-0.2216858180615152,1.3854888301854151,-0.3584658202077616,0.07036640102007373,-0.18240154094515473,1.0774795424067287,0.08113803880278289,-0.9896699450602735,-0.18239928688686352,0.7678997235454579,73.88059306948387,18.48508275896945,-0.327882891520237,-0.27162795051805017,3.1947243817184097,0.5208390251043671,0.7654191910385408,-0.17810676296126743,-0.05774964690930114,0.7879122094098534,0.13680303402344873,0.7987579864939631,0.0012906361232589642,-1.0547688446041976,-0.8132545551079673,-0.12463155949290422,-0.8362155965808187,1.3854888301854136,0.9707908553093733,False,True,False,False,False,False,False
0.40807670742536467,-0.8762176373642427,-0.8093014200327413,-0.6613680341798268,0.9940344722835086,1.2484021531894007,0.4671909392428519,-0.9896699450602735,0.9940341377536985,0.7678997235454579,73.89227116817743,18.48508275896945,-0.3711304920161823,3.773245764857698,-0.23611716318404788,2.173940412404424,-0.531845747794422,-0.7569367416371883,-0.05774964690930114,0.9215668461044497,0.13680303402344873,0.6919858287807727,0.28993028546323735,-1.1343697526985814,-0.8132545551079673,-0.12463155949290422,0.7385478073318253,-0.8762176373642445,-1.1585128439051082,False,False,False,False,False,True,False
